game_id,team_id,opponent,points_scored,fast_break_points_for,fast_break_points_against,turnover_points_for,turnover_points_against,second_chance_points_for,second_chance_points_against,defensive_rebounds_for,defensive_rebounds_against,offensive_rebounds_for,offensive_rebounds_against,turnovers_for,turnovers_against,steals_for,steals_against,assists_for,assists_against,3P%_for,3P%_against,2P%_for,2P%_against,FT%_for,PFR_for,PFD_against,3PR_for,3PR_against,FTR_for,FTR_against,PACE,ORtg,DRtg,eFG%,TS%
E2016_232_a,ZAL,MIL,93,4,5,15,5,12,7,22,19,10,5,9,14,7,3,23,21,52.94117647058823,30.0,44.11764705882353,51.282051282051285,95.45454545454544,30.42876901798063,38.72752420470263,33.333333333333336,33.898305084745765,43.13725490196079,30.508474576271187,72.30000000000001,107.88381742738588,96.81881051175657,55.88235294117647,64.27158866183257
E2016_232_b,MIL,ZAL,76,4,7,10,19,14,0,25,31,14,5,13,16,6,8,17,22,30.0,52.94117647058823,51.282051282051285,44.11764705882353,66.66666666666667,40.110650069156286,27.6625172890733,33.898305084745765,33.333333333333336,30.508474576271187,43.13725490196079,72.30000000000001,96.81881051175657,107.88381742738588,49.15254237288136,52.30125523012552
E2016_233_a,BAM,GAL,97,2,10,8,9,11,13,33,26,8,12,12,5,2,6,25,12,60.869565217391305,45.0,47.5,40.0,66.66666666666667,28.85170225043278,24.52394691286786,36.507936507936506,30.76923076923077,23.80952380952381,24.615384615384617,69.32,129.8326601269475,108.19388343912291,63.49206349206349,64.65517241379311
E2016_233_b,GAL,BAM,80,2,16,13,18,12,11,18,30,7,11,9,9,3,5,22,29,45.0,60.869565217391305,40.0,47.5,75.0,25.9665320253895,28.85170225043278,30.76923076923077,36.507936507936506,24.615384615384617,23.80952380952381,69.32,108.19388343912291,129.8326601269475,48.46153846153846,52.05441421432537
E2016_234_a,ULK,BAR,56,2,2,13,19,9,12,21,29,11,11,10,18,9,6,12,10,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_234_b,BAR,ULK,76,2,4,7,9,4,13,26,26,11,11,9,10,6,5,20,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_235_a,BAS,ZAL,103,16,2,18,13,11,12,30,18,11,7,9,9,5,3,29,22,25.0,29.166666666666668,57.57575757575758,47.61904761904762,73.91304347826087,32.67045454545454,29.829545454545453,42.10526315789474,36.36363636363637,40.35087719298246,33.333333333333336,70.4,103.6931818181818,110.79545454545452,49.12280701754386,54.38021454112038
E2016_235_b,ZAL,BAS,84,2,12,13,11,10,12,21,20,7,10,10,7,4,7,28,20,29.166666666666668,25.0,47.61904761904762,57.57575757575758,77.27272727272727,31.25,32.67045454545454,36.36363636363637,42.10526315789474,33.333333333333336,40.35087719298246,70.4,110.79545454545452,103.6931818181818,46.21212121212121,51.53276955602536
E2016_236_a,TEL,PAN,71,4,2,9,7,13,4,26,26,11,11,10,9,5,6,16,20,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_236_b,PAN,TEL,85,11,6,10,8,7,8,28,32,9,12,13,17,10,5,13,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_237_a,CSK,OLY,80,6,11,8,10,8,7,32,28,12,9,17,13,5,10,19,13,47.61904761904762,30.0,40.0,47.61904761904762,75.0,32.08705357142857,32.08705357142857,31.818181818181817,32.25806451612903,30.303030303030305,38.70967741935484,71.68,113.00223214285714,104.63169642857142,50.0,54.14438502673797
E2016_237_b,OLY,CSK,69,11,9,11,12,4,2,27,27,9,7,14,9,5,4,20,16,30.0,47.61904761904762,47.61904761904762,40.0,70.83333333333333,33.482142857142854,32.08705357142857,32.25806451612903,31.818181818181817,38.70967741935484,30.303030303030305,71.68,104.63169642857142,113.00223214285714,46.774193548387096,51.681367144432194
E2016_238_a,DAR,RED,99,10,2,9,8,13,11,26,33,12,8,5,12,6,2,12,25,21.05263157894737,33.333333333333336,60.0,58.97435897435897,92.85714285714286,27.166142407778096,32.8853302830998,32.20338983050848,31.57894736842105,23.728813559322035,22.80701754385965,69.94,104.37517872462112,100.08578781812984,50.84745762711864,56.01596071209331
E2016_238_b,RED,DAR,83,9,2,21,4,12,18,18,21,9,13,13,22,14,7,19,13,33.333333333333336,21.05263157894737,58.97435897435897,60.0,46.15384615384615,32.8853302830998,27.166142407778096,31.57894736842105,32.20338983050848,22.80701754385965,23.728813559322035,69.94,100.08578781812984,104.37517872462112,56.14035087719298,55.80357142857143
E2016_239_a,MIL,UNK,88,12,2,11,13,12,10,20,21,10,7,7,10,7,4,20,28,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_239_b,UNK,MIL,65,2,9,4,21,18,12,21,18,13,9,22,13,7,14,13,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_240_a,MAD,IST,61,2,2,19,13,12,9,29,21,11,11,18,10,6,9,10,12,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_240_b,IST,MAD,77,9,11,12,11,2,4,27,27,7,9,9,14,4,5,16,20,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_009_a,RED,BAR,76,6,0,22,18,16,10,12,23,11,9,13,21,11,7,15,17,29.032258064516128,36.8421052631579,54.54545454545455,60.0,93.75,24.38363587103766,29.80222162015714,41.333333333333336,32.20338983050848,21.33333333333333,25.42372881355932,73.82,121.9181793551883,111.08100785694934,50.0,54.85129205265724
E2017_009_b,BAR,RED,98,10,8,14,9,11,2,34,26,11,5,10,10,5,6,24,9,36.8421052631579,29.032258064516128,60.0,54.54545454545455,86.66666666666667,29.80222162015714,24.38363587103766,32.20338983050848,41.333333333333336,25.42372881355932,21.33333333333333,73.82,111.08100785694934,121.9181793551883,58.47457627118644,62.50000000000001
E2017_010_a,MIL,ULK,84,0,14,11,13,8,11,18,22,8,15,12,12,6,10,18,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_010_b,ULK,MIL,67,2,2,12,19,10,13,24,20,4,16,13,8,4,9,20,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_011_a,TEL,BAS,88,2,0,21,7,8,10,25,17,6,10,11,10,5,3,17,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_011_b,BAS,TEL,64,7,6,9,9,2,18,20,24,7,16,14,11,7,7,13,11,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_012_a,PAN,BAM,71,8,10,9,14,2,11,26,34,5,11,10,10,6,5,9,24,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_012_b,BAM,PAN,71,0,2,7,21,10,8,17,25,10,6,10,11,3,5,18,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_013_a,MAD,CSK,88,2,6,10,12,13,21,27,18,10,19,11,7,5,4,16,10,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_013_b,CSK,MAD,93,14,0,13,11,11,8,22,18,15,8,12,12,10,6,17,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_014_a,KHI,ZAL,75,2,0,13,13,15,18,22,28,11,12,13,17,13,7,12,14,33.333333333333336,15.789473684210526,55.81395348837209,45.65217391304348,59.09090909090909,35.9527478171546,32.100667693888035,35.82089552238806,29.23076923076923,32.83582089552239,49.23076923076923,77.88,109.14227015921932,98.87005649717514,53.73134328358209,55.42514345331247
E2017_014_b,ZAL,KHI,78,0,6,18,22,10,16,23,12,9,11,21,13,7,11,17,15,15.789473684210526,33.333333333333336,45.65217391304348,55.81395348837209,81.25,32.100667693888035,35.9527478171546,29.23076923076923,35.82089552238806,49.23076923076923,32.83582089552239,77.88,98.87005649717514,109.14227015921932,39.23076923076923,48.6848760748609
E2017_015_a,OLY,MAL,75,6,7,9,9,18,2,24,20,16,7,11,14,7,7,11,13,35.0,36.36363636363637,52.77777777777778,52.27272727272727,84.0,37.7867746288799,29.68960863697706,35.714285714285715,20.0,44.642857142857146,54.54545454545455,74.1,107.96221322537112,101.21457489878544,52.67857142857143,59.70149253731344
E2017_015_b,MAL,OLY,68,2,2,19,12,13,10,20,24,16,4,8,13,9,4,15,20,36.36363636363637,35.0,52.27272727272727,52.77777777777778,56.66666666666666,29.68960863697706,37.7867746288799,20.0,35.714285714285715,54.54545454545455,44.642857142857146,74.1,101.21457489878544,107.96221322537112,52.72727272727273,54.98533724340176
E2017_016_a,PAM,IST,70,0,2,13,13,18,15,28,22,12,11,17,13,7,13,14,12,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_016_b,IST,PAM,74,6,2,12,10,21,13,18,27,19,10,7,11,4,5,10,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_017_a,BAR,ZAL,82,8,8,4,17,4,13,30,24,6,13,13,6,3,4,22,16,27.272727272727277,35.714285714285715,60.526315789473685,61.36363636363637,78.57142857142857,30.891438658428957,26.478375992939103,36.66666666666666,24.13793103448276,23.33333333333333,34.48275862068966,67.97999999999999,110.32656663724626,119.15269196822597,53.333333333333336,56.6807738814994
E2017_017_b,ZAL,BAR,77,0,0,13,18,13,18,27,29,15,11,13,13,8,7,24,24,35.714285714285715,27.272727272727277,61.36363636363637,60.526315789473685,60.0,26.478375992939103,30.891438658428957,24.13793103448276,36.66666666666666,34.48275862068966,23.33333333333333,67.97999999999999,119.15269196822597,110.32656663724626,59.48275862068966,60.628742514970064
E2017_018_a,KHI,RED,85,0,0,18,13,18,13,29,27,11,15,13,13,7,8,24,24,40.74074074074074,34.78260869565217,52.94117647058823,52.38095238095238,72.72727272727273,28.563267637817763,31.41959440159954,44.26229508196721,35.38461538461539,36.0655737704918,29.23076923076923,70.02000000000001,121.3938874607255,111.39674378748929,56.55737704918032,60.13016411997736
E2017_018_b,RED,KHI,90,8,8,17,4,13,4,24,30,13,6,6,13,4,3,16,22,34.78260869565217,40.74074074074074,52.38095238095238,52.94117647058823,52.63157894736842,31.41959440159954,28.563267637817763,35.38461538461539,44.26229508196721,29.23076923076923,36.0655737704918,70.02000000000001,111.39674378748929,121.3938874607255,52.30769230769231,53.16248636859324
E2017_019_a,TEL,OLY,74,13,4,11,8,12,7,29,24,13,7,9,11,4,4,17,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_019_b,OLY,TEL,80,4,6,17,18,6,11,22,22,6,12,14,17,7,8,15,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_020_a,MAD,MIL,82,0,2,22,7,16,11,26,27,9,18,8,17,8,3,16,5,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_020_b,MIL,MAD,86,0,0,14,5,10,16,18,25,10,12,7,13,5,2,13,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_021_a,BAS,PAM,68,4,13,8,11,7,12,24,29,7,13,11,9,4,4,15,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_021_b,PAM,BAS,78,6,6,19,9,7,12,27,22,6,10,11,10,6,5,15,12,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_022_a,CSK,PAN,69,2,0,7,22,11,16,27,26,18,9,17,8,3,8,5,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_022_b,PAN,CSK,93,4,4,13,16,9,7,20,19,7,8,11,11,5,4,14,14,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_023_a,ULK,IST,92,0,0,5,14,16,10,25,18,12,10,13,7,2,5,19,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_023_b,IST,ULK,71,6,6,9,19,12,7,22,27,10,6,10,11,5,6,12,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_024_a,MAL,BAM,75,6,4,18,17,11,6,22,22,12,6,17,14,8,7,13,15,26.08695652173913,29.166666666666668,54.054054054054056,56.66666666666666,64.28571428571429,33.314020857473935,34.76245654692932,38.333333333333336,44.44444444444444,46.66666666666666,53.7037037037037,69.03999999999999,110.08111239860952,115.87485515643108,48.333333333333336,52.54424778761062
E2017_024_b,BAM,MAL,83,4,4,16,13,7,9,19,20,8,7,11,11,4,5,14,14,29.166666666666668,26.08695652173913,56.66666666666666,54.054054054054056,86.20689655172414,34.76245654692932,33.314020857473935,44.44444444444444,38.333333333333336,53.7037037037037,46.66666666666666,69.03999999999999,115.87485515643108,110.08111239860952,50.92592592592592,59.91611743559017
E2017_025_a,RED,TEL,78,2,8,15,14,16,15,21,25,12,11,8,11,5,6,15,25,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_025_b,TEL,RED,68,10,4,10,8,5,9,31,31,5,8,9,9,5,5,9,14,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_026_a,MIL,BAR,90,0,6,15,26,11,8,22,19,8,7,17,10,6,10,17,23,50.0,40.0,43.10344827586207,47.61904761904762,68.42105263157895,25.66180443003782,29.71366828741221,14.705882352941176,32.25806451612903,27.94117647058824,20.967741935483872,74.03999999999999,105.3484602917342,99.94597514856837,47.794117647058826,51.07386066003143
E2017_026_b,BAR,MIL,75,5,2,6,12,11,7,21,21,11,7,12,9,3,6,20,16,40.0,50.0,47.61904761904762,43.10344827586207,76.92307692307692,29.71366828741221,25.66180443003782,32.25806451612903,14.705882352941176,20.967741935483872,27.94117647058824,74.03999999999999,99.94597514856837,105.3484602917342,51.61290322580645,54.636739515652685
E2017_027_a,OLY,KHI,69,4,10,8,10,9,5,31,31,8,5,9,9,5,5,14,9,35.294117647058826,28.571428571428573,62.7906976744186,44.44444444444444,68.96551724137932,30.666666666666668,34.666666666666664,28.33333333333333,31.818181818181817,48.333333333333336,31.818181818181817,75.0,122.66666666666669,100.0,60.0,63.22155030236393
E2017_027_b,KHI,OLY,85,8,2,14,15,15,16,25,21,11,12,11,8,6,5,25,15,28.571428571428573,35.294117647058826,44.44444444444444,62.7906976744186,80.95238095238095,34.666666666666664,30.666666666666668,31.818181818181817,28.33333333333333,31.818181818181817,48.333333333333336,75.0,100.0,122.66666666666669,43.93939393939394,49.84051036682616
E2017_028_a,ZAL,MAD,81,2,5,12,6,7,11,21,21,7,11,9,12,6,3,16,20,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_028_b,MAD,ZAL,100,6,0,26,15,8,11,19,22,7,8,10,17,10,6,23,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_029_a,IST,CSK,70,0,8,11,10,13,12,21,28,9,8,10,12,7,5,17,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_029_b,CSK,IST,81,8,12,15,18,13,8,24,23,8,10,12,17,11,6,20,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_030_a,BAM,BAS,80,2,2,9,13,7,11,24,20,11,11,11,10,4,4,13,14,37.93103448275862,26.31578947368421,48.57142857142857,54.76190476190476,91.66666666666669,27.11961176134741,24.26491578646874,45.3125,31.14754098360656,18.75,18.0327868852459,70.06,111.33314302026834,102.76905509563232,52.34375,56.2933025404157
E2017_030_b,BAS,BAM,63,8,5,11,12,9,8,17,23,11,7,12,13,9,7,16,19,26.31578947368421,37.93103448275862,54.76190476190476,48.57142857142857,100.0,25.69226377390808,27.11961176134741,31.14754098360656,45.3125,18.0327868852459,18.75,70.06,102.76905509563232,111.33314302026834,50.0,54.67800729040097
E2017_031_a,PAN,ULK,63,12,8,18,15,8,13,23,24,10,8,17,12,6,11,15,20,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_031_b,ULK,PAN,81,8,0,10,11,12,13,28,21,8,9,12,10,5,7,21,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_032_a,PAM,MAL,80,5,8,12,11,8,9,23,17,7,11,13,12,7,9,19,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_032_b,MAL,PAM,76,2,2,13,9,11,7,20,24,11,11,10,11,4,4,14,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_033_a,RED,BAM,87,9,3,14,11,16,19,17,25,15,15,7,12,9,3,19,15,30.43478260869565,27.77777777777778,45.0,53.84615384615385,85.71428571428571,37.67024050999711,31.874818893074472,36.507936507936506,31.57894736842105,22.22222222222222,47.36842105263158,69.02,99.9710228919154,108.66415531729936,45.23809523809524,49.88432620011567
E2017_033_b,BAM,RED,78,7,9,14,9,8,5,24,26,10,8,11,12,3,3,17,13,27.77777777777778,30.43478260869565,53.84615384615385,45.0,66.66666666666667,31.874818893074472,36.22138510576645,31.57894736842105,36.507936507936506,47.36842105263158,22.22222222222222,69.02,108.66415531729936,99.9710228919154,50.0,54.4425087108014
E2017_034_a,CSK,ZAL,98,18,7,25,4,6,10,19,25,9,15,3,18,13,2,19,17,35.483870967741936,57.142857142857146,58.333333333333336,54.285714285714285,95.0,34.473248758963045,38.610038610038615,46.26865671641791,37.5,29.85074626865672,37.5,72.52,129.61941533370106,125.4826254826255,55.97014925373134,62.005277044854886
E2017_034_b,ZAL,CSK,66,2,14,6,12,10,4,21,25,11,6,13,10,5,6,13,23,57.142857142857146,35.483870967741936,54.285714285714285,58.333333333333336,80.95238095238095,38.610038610038615,34.473248758963045,37.5,46.26865671641791,37.5,29.85074626865672,72.52,125.4826254826255,129.61941533370106,66.07142857142857,69.74248927038627
E2017_035_a,ULK,PAM,68,6,6,8,14,5,7,28,20,7,7,14,9,5,10,12,12,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_035_b,PAM,ULK,91,9,0,15,4,7,12,24,21,7,10,4,14,4,3,23,11,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_036_a,TEL,MIL,84,3,9,11,14,19,16,25,17,15,15,12,7,3,9,15,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_036_b,MIL,TEL,78,8,7,16,11,9,9,29,28,12,4,10,10,5,6,17,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_037_a,MAD,KHI,87,14,2,12,6,4,10,25,21,6,11,10,13,6,5,23,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_037_b,KHI,MAD,75,2,10,16,15,11,12,22,30,9,9,10,10,3,4,12,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_038_a,IST,MAL,80,7,18,4,25,10,6,25,19,15,9,18,3,2,13,17,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_038_b,MAL,IST,53,0,9,4,15,12,7,21,24,10,7,14,4,3,4,11,23,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_039_a,BAS,PAN,72,9,7,9,14,5,8,26,24,8,10,12,11,3,3,13,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
